player_id,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,nationality_id,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
227102.0,Caroline Graham Hansen,"RW, CAM, ST",90.0,90.0,81800000.0,2200.0,27.0,1995,178.0,66.0,Norway W,36.0,Norway,Right,4.0,5.0,4.0,High/Medium,Lean (170-185),"#Dribbler, #Playmaker, #Crosser, #Clinical Finisher, #Complete Midfielder, #Complete Forward","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",88.0,84.0,90.0,91.0,48.0,75.0,93.0,86.0,75.0,90.0,82.0,94.0,90.0,77.0,84.0,92.0,88.0,88.0,85.0,89.0,75.0,79.0,68.0,84.0,74.0,85.0,66.0,35.0,88.0,93.0,80.0,84.0,45.0,50.0,46.0,17.0,11.0,15.0,13.0,9.0,0.0,86.0,86.0,86.0,90.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,85.0,85.0,85.0,90.0,72.0,69.0,69.0,69.0,72.0,68.0,60.0,60.0,60.0,68.0,21.0
227104.0,Ingrid Moe Wold,"RB, LB",79.0,79.0,33299999.999999993,920.0,30.0,1990,165.0,55.0,Undetermined,36.0,Norway,Right,3.0,3.0,2.0,High/Medium,Normal (170-),#Speedster,Team Player,92.0,36.0,68.0,75.0,76.0,66.0,81.0,38.0,78.0,76.0,26.0,71.0,68.0,42.0,68.0,76.0,90.0,94.0,87.0,60.0,94.0,31.0,86.0,78.0,55.0,36.0,71.0,69.0,37.0,46.0,46.0,82.0,76.0,80.0,79.0,8.0,14.0,12.0,8.0,15.0,0.0,56.0,56.0,56.0,66.0,60.0,60.0,60.0,66.0,63.0,63.0,63.0,69.0,65.0,65.0,65.0,69.0,77.0,72.0,72.0,72.0,77.0,77.0,74.0,74.0,74.0,77.0,17.0
227105.0,Marit Sandvei,LB,74.0,74.0,15219999.999999998,630.0,29.0,1987,162.0,59.0,Undetermined,36.0,Norway,Right,3.0,3.0,2.0,High/Medium,Normal (170-),#nothing,nothing,75.0,39.0,60.0,70.0,75.0,61.0,74.0,34.0,72.0,67.0,41.0,67.0,42.0,33.0,62.0,73.0,72.0,78.0,70.0,69.0,83.0,44.0,78.0,72.0,48.0,42.0,76.0,72.0,40.0,45.0,50.0,56.0,76.0,77.0,73.0,12.0,9.0,6.0,7.0,7.000000000000002,0.0,55.0,55.0,55.0,62.0,58.0,58.0,58.0,62.0,59.0,59.0,59.0,64.0,62.0,62.0,62.0,64.0,73.0,69.0,69.0,69.0,73.0,73.0,71.0,71.0,71.0,73.0,15.0
227109.0,Alanna Stephanie Kennedy,"CB, CDM",77.0,77.0,9500000.0,850.0,27.0,1995,177.0,66.0,Manchester City W,195.0,Australia,Right,4.0,2.0,2.0,Medium/Medium,Normal (170-185),#nothing,Dives Into Tackles (AI),58.0,45.0,70.0,61.0,78.0,76.0,51.0,35.0,77.0,85.0,40.0,57.0,68.0,71.0,79.0,70.0,52.0,63.0,42.0,71.0,51.0,63.0,82.0,70.0,78.0,49.0,77.0,77.0,43.0,55.0,57.0,79.0,78.0,78.0,76.0,10.0,10.0,10.0,16.0,13.0,0.0,58.0,58.0,58.0,57.0,59.0,59.0,59.0,57.0,61.0,61.0,61.0,61.0,69.0,69.0,69.0,61.0,70.0,76.0,76.0,76.0,70.0,72.0,77.0,77.0,77.0,72.0,19.0
227110.0,Caitlin Jade Foord,"LW, ST",83.0,83.0,38500000.0,2000.0,27.0,1994,169.0,61.0,Arsenal W,195.0,Australia,Right,3.0,3.0,3.0,High/Medium,Normal (170-),#nothing,"Long Shot Taker (AI), Speed Dribbler (AI)",88.0,78.0,77.0,82.0,45.0,71.0,82.0,82.0,50.0,80.0,68.0,82.0,70.0,54.0,70.0,82.0,90.0,87.0,83.0,78.0,88.0,72.0,87.0,91.0,64.0,78.0,60.0,43.0,88.0,78.0,59.0,79.0,45.0,45.0,41.0,12.0,16.0,12.0,12.0,13.0,0.0,77.0,77.0,77.0,83.0,81.0,81.0,81.0,83.0,81.0,81.0,81.0,82.0,76.0,76.0,76.0,82.0,68.0,64.0,64.0,64.0,68.0,64.0,55.0,55.0,55.0,64.0,20.0
227111.0,Clare Elizabeth Polkinghorne,CB,77.0,77.0,17500000.0,950.0,32.0,1989,171.0,67.0,Undetermined,195.0,Australia,Right,3.0,2.0,3.0,Medium/Medium,Normal (170-185),#nothing,Leadership,59.0,36.0,62.0,57.0,76.0,79.0,37.0,33.0,80.0,77.0,42.0,48.0,29.0,27.0,72.0,61.0,57.0,60.0,48.0,77.0,71.0,46.0,79.0,72.0,85.0,28.000000000000004,72.0,70.0,46.0,68.0,48.0,88.0,72.0,82.0,79.0,16.0,13.0,15.0,9.0,13.0,0.0,55.0,55.0,55.0,54.0,56.0,56.0,56.0,54.0,59.0,59.0,59.0,58.0,66.0,66.0,66.0,58.0,67.0,74.0,74.0,74.0,67.0,69.0,76.0,76.0,76.0,69.0,20.0
227112.0,Elise Kellond-Knight,"CDM, LB, CM",80.0,80.0,27800000.0,950.0,30.0,1990,165.0,60.0,Undetermined,195.0,Australia,Left,4.0,3.0,3.0,Medium/High,Lean (170-),#nothing,Injury Prone,71.0,61.0,77.0,69.0,82.0,79.0,73.0,60.0,72.0,79.0,31.0,64.0,78.0,72.0,75.0,75.0,70.0,71.0,67.0,76.0,76.0,69.0,80.0,72.0,84.0,62.0,74.0,90.0,61.0,78.0,72.0,75.0,87.0,76.0,74.0,9.0,15.0,9.0,8.0,11.0,0.0,68.0,68.0,68.0,70.0,69.0,69.0,69.0,70.0,71.0,71.0,71.0,71.0,74.0,74.0,74.0,71.0,77.0,79.0,79.0,79.0,77.0,77.0,80.0,80.0,80.0,77.0,18.0
227113.0,Emily Louise van Egmond,"CM, CAM, CF",79.0,79.0,37500000.0,1350.0,27.0,1993,179.0,70.0,Undetermined,195.0,Australia,Right,3.0,4.0,3.0,Medium/Low,Lean (170-185),#nothing,"Long Passer (AI), Long Shot Taker (AI)",62.0,72.0,76.0,72.0,70.0,83.0,71.0,66.0,76.0,75.0,63.0,72.0,78.0,78.0,80.0,77.0,62.0,62.0,59.0,86.0,44.0,81.0,61.0,87.0,86.0,75.0,74.0,73.0,82.0,80.0,85.0,87.0,69.0,69.0,64.0,11.0,14.0,9.0,15.0,16.0,0.0,75.0,75.0,75.0,73.0,75.0,75.0,75.0,73.0,75.0,75.0,75.0,75.0,78.0,78.0,78.0,75.0,73.0,76.0,76.0,76.0,73.0,72.0,73.0,73.0,73.0,72.0,22.0
227114.0,Kate Gill,ST,72.0,72.0,2699999.999999998,610.0,30.0,1984,179.0,63.0,Undetermined,195.0,Australia,Right,3.0,2.0,2.0,Medium/Medium,Lean (170-185),#nothing,nothing,54.0,74.0,56.0,63.0,38.0,64.0,40.0,77.0,78.0,55.0,73.0,63.0,66.0,63.0,52.0,67.0,53.0,55.0,48.0,85.0,55.0,72.0,60.0,47.0,74.0,66.0,62.0,26.0,81.0,70.0,72.0,64.2,38.0,34.0,33.0,10.0,13.0,9.0,9.0,8.0,0.0,72.0,72.0,72.0,64.0,69.0,69.0,69.0,64.0,66.0,66.0,66.0,62.0,61.0,61.0,61.0,62.0,47.0,50.0,50.0,50.0,47.0,47.0,50.0,50.0,50.0,47.0,18.0
227115.0,Katrina-Lee Gorry,"CM, CAM",78.0,78.0,21000000.0,920.0,28.0,1992,154.0,54.0,Undetermined,195.0,Australia,Right,4.0,4.0,3.0,Medium/Medium,Normal (170-),#nothing,Long Shot Taker (AI),75.0,71.0,76.0,81.0,65.0,58.0,64.0,67.0,31.000000000000004,79.0,62.0,78.0,74.0,78.0,73.0,82.0,80.0,71.0,86.0,79.0,94.0,76.0,66.0,67.0,42.0,78.0,86.0,69.0,80.0,84.0,61.0,81.0,72.0,68.0,59.0,15.0,17.0,10.0,7.0,15.0,0.0,70.0,70.0,70.0,77.0,77.0,77.0,77.0,77.0,79.0,79.0,79.0,76.0,77.0,77.0,77.0,76.0,71.0,73.0,73.0,73.0,71.0,69.0,64.0,64.0,64.0,69.0,21.0
227116.0,Kyah Pam Simon,"CAM, ST",78.0,78.0,11500000.0,1000.0,31.0,1991,164.0,58.0,Tottenham W,195.0,Australia,Right,4.0,3.0,2.0,Medium/Low,Normal (170-),#nothing,nothing,78.0,75.0,71.0,80.0,36.0,67.0,62.0,75.0,31.000000000000004,77.0,81.0,78.0,60.0,56.0,67.0,81.0,79.0,78.0,89.0,77.0,72.0,73.0,69.0,74.0,67.0,75.0,57.0,50.0,81.0,79.0,75.0,79.0,38.0,32.0,21.0,8.0,9.0,9.0,12.0,13.0,0.0,72.0,72.0,72.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,76.0,73.0,73.0,73.0,76.0,60.0,59.0,59.0,59.0,60.0,55.0,48.0,48.0,48.0,55.0,18.0
227117.0,Lisa De Vanna,"ST, LW",76.0,76.0,19000000.0,920.0,35.0,1984,156.0,53.0,Undetermined,195.0,Australia,Left,5.0,4.0,4.0,High/High,Stocky (170-),#nothing,Flair,70.0,75.0,60.0,75.0,34.0,75.0,64.0,74.0,63.0,60.0,67.0,74.0,68.0,55.0,54.0,75.0,69.0,70.0,72.0,76.0,82.0,79.0,72.0,61.0,76.0,74.0,92.0,23.0,85.0,59.0,67.0,79.0,27.0,36.0,38.0,10.0,13.0,14.0,14.0,14.0,0.0,74.0,74.0,74.0,72.0,73.0,73.0,73.0,72.0,70.0,70.0,70.0,69.0,63.0,63.0,63.0,69.0,53.0,52.0,52.0,52.0,53.0,51.0,50.0,50.0,50.0,51.0,20.0
227118.0,Lydia Grace Yilkari Williams,GK,80.0,80.0,3600000.0,850.0,34.0,1988,175.0,63.0,Paris SG W,195.0,Australia,Right,3.0,1.0,3.0,Medium/Medium,Lean (170-185),#nothing,nothing,73.6,52.8,62.6,66.8,69.8,66.6,14.0,13.0,6.999999999999993,21.999999999999993,17.0,16.0,13.0,17.0,24.0,19.0,47.0,49.0,36.0,74.0,68.0,50.0,53.0,36.0,37.0,19.0,24.0,21.0,13.0,37.0,26.0,60.0,20.999999999999996,15.0,14.0,81.0,75.0,66.0,89.0,79.0,48.0,27.0,27.0,27.0,26.0,28.0,28.0,28.0,26.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,28.0,27.0,26.0,26.0,26.0,27.0,27.0,24.0,24.0,24.0,27.0,79.0
227119.0,Stephanie-Elise Catley,"LB, LM",83.0,83.0,33000000.0,1000.0,28.0,1994,171.0,60.0,Arsenal W,195.0,Australia,Left,2.0,3.0,3.0,High/High,Normal (170-185),#nothing,Early Crosser,86.0,68.0,80.0,78.0,78.0,75.0,84.0,73.0,75.0,86.0,65.0,75.0,82.0,75.0,76.0,82.0,83.0,89.0,82.0,78.0,74.0,68.0,77.0,83.0,75.0,59.0,66.0,82.0,70.0,67.0,52.0,80.0,80.0,77.0,74.0,14.0,8.0,15.0,9.0,8.0,0.0,75.0,75.0,75.0,78.0,76.0,76.0,76.0,78.0,77.0,77.0,77.0,79.0,77.0,77.0,77.0,79.0,81.0,79.0,79.0,79.0,81.0,81.0,78.0,78.0,78.0,81.0,18.0
227120.0,Tameka Yallop,"CAM, CM",77.0,77.0,18720000.0,960.0,30.0,1991,158.0,55.0,Undetermined,195.0,Australia,Right,4.0,3.0,2.0,Medium/Medium,Lean (170-),#nothing,Long Passer (AI),71.0,68.0,77.0,76.0,61.0,75.0,75.0,67.0,56.0,79.0,73.0,71.0,65.0,66.0,80.0,82.0,68.0,74.0,77.0,78.0,68.0,61.0,77.0,78.0,74.0,72.0,72.0,57.0,81.0,79.0,71.0,83.0,56.0,70.0,58.0,16.0,8.0,16.0,15.0,15.0,0.0,71.0,71.0,71.0,75.0,75.0,75.0,75.0,75.0,77.0,77.0,77.0,76.0,77.0,77.0,77.0,76.0,70.0,71.0,71.0,71.0,70.0,68.0,66.0,66.0,66.0,68.0,21.0
227121.0,Teigen Allen,RB,68.0,69.0,6940000.0,700.0,26.0,1994,171.0,56.0,Undetermined,195.0,Australia,Right,2.0,2.0,1.0,Medium/High,Lean (170-185),#nothing,nothing,76.0,46.0,62.0,55.0,66.0,73.0,68.0,46.0,59.0,63.0,44.0,55.0,52.0,48.0,63.0,46.0,74.0,78.0,70.0,61.0,70.0,54.0,72.0,76.0,75.0,38.0,63.0,72.0,45.0,60.0,52.0,60.0,70.0,61.0,60.0,14.0,17.0,16.0,14.0,13.0,0.0,55.0,55.0,55.0,57.0,54.0,54.0,54.0,57.0,56.0,56.0,56.0,60.0,58.0,58.0,58.0,60.0,65.0,64.0,64.0,64.0,65.0,66.0,65.0,65.0,65.0,66.0,20.0
227122.0,Laura Colleen Gloria Brock,CB,76.0,76.0,12040000.0,680.0,29.0,1989,178.0,72.0,Undetermined,195.0,Australia,Right,3.0,2.0,2.0,Medium/High,Normal (170-185),#nothing,nothing,56.0,39.0,50.0,49.0,76.0,84.0,47.0,25.0,84.0,57.0,30.0,40.0,48.0,70.0,54.0,61.0,52.0,60.0,47.0,63.0,47.0,77.0,64.0,81.0,89.0,31.0,80.0,73.0,30.0,33.0,53.0,65.0,72.0,81.0,74.0,13.0,9.0,12.0,10.0,7.000000000000002,0.0,52.0,52.0,52.0,46.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,50.0,53.0,53.0,53.0,50.0,65.0,68.0,68.0,68.0,65.0,68.0,75.0,75.0,75.0,68.0,16.0
227123.0,Brianna Davey,GK,66.0,75.0,15157769.097222222,787.8472222222222,20.0,1995,177.0,73.0,Undetermined,195.0,Australia,Right,2.0,1.0,1.0,Medium/Medium,Stocky (170-185),#nothing,nothing,70.7581881533101,59.28362369337979,64.27665505226481,68.93519163763067,57.58327526132404,66.28292682926829,18.0,10.0,13.0,24.0,13.0,14.000000000000007,18.0,15.999999999999996,18.0,22.0,46.0,49.0,32.0,70.0,67.0,23.0,54.0,51.0,59.0,16.0,16.0,16.0,15.0,27.0,29.0,62.82059380922299,17.0,19.0,13.0,64.0,66.0,60.0,72.0,63.0,48.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,28.0,26.0,26.0,26.0,28.0,28.0,26.0,26.0,26.0,28.0,28.0,25.0,25.0,25.0,28.0,66.0
227124.0,Michelle Heyman,ST,77.0,77.0,18460000.0,1110.0,29.0,1988,175.0,69.0,Undetermined,195.0,Australia,Right,3.0,4.0,2.0,Medium/High,Lean (170-185),#nothing,"Avoids Using Weaker Foot, Target Forward",76.0,76.0,62.0,74.0,43.0,74.0,57.0,77.0,72.0,68.0,75.0,74.0,70.0,69.0,53.0,78.0,77.0,75.0,65.0,75.0,62.0,76.0,52.0,74.0,76.0,73.0,75.0,46.0,78.0,58.0,81.0,76.0,30.0,50.0,26.0,15.0,10.0,17.0,16.0,13.0,0.0,76.0,76.0,76.0,72.0,74.0,74.0,74.0,72.0,71.0,71.0,71.0,71.0,66.0,66.0,66.0,71.0,58.0,58.0,58.0,58.0,58.0,56.0,55.0,55.0,55.0,56.0,20.0
227125.0,Samantha May Kerr,ST,91.0,91.0,134500000.0,4000.0,28.0,1993,168.0,66.0,Chelsea W,195.0,Australia,Right,4.0,4.0,5.0,High/High,Normal (170-),"#Aerial Threat, #Dribbler, #Engine, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward","Solid Player, Leadership, Finesse Shot, Speed Dribbler (AI), Power Header, Chip Shot (AI)",87.0,91.0,74.0,90.0,42.0,83.0,70.0,93.0,91.0,78.0,92.0,90.0,76.0,68.0,64.0,92.0,89.0,85.0,90.0,91.0,82.0,91.0,91.0,87.0,86.0,89.0,70.0,24.0,95.0,79.0,75.0,92.0,44.0,39.0,30.0,7.0,12.0,8.0,16.0,13.0,0.0,91.0,91.0,91.0,87.0,89.0,89.0,89.0,87.0,86.0,86.0,86.0,85.0,78.0,78.0,78.0,85.0,64.0,62.0,62.0,62.0,64.0,61.0,58.0,58.0,58.0,61.0,20.0
227128.0,Ashleigh Sykes,"ST, CAM",71.0,76.0,4220000.0,790.0,23.0,1991,164.0,57.0,Undetermined,195.0,Australia,Right,4.0,3.0,1.0,Medium/Medium,Normal (170-),#nothing,nothing,82.0,72.0,52.0,68.0,34.0,65.0,59.0,71.0,77.0,45.0,84.0,65.0,69.0,56.0,41.0,69.0,85.0,80.0,72.0,65.0,78.0,74.0,76.0,78.0,62.0,69.0,55.0,15.0,73.0,60.0,70.0,70.4,32.0,35.0,29.0,15.0,11.0,8.0,12.0,12.0,0.0,71.0,71.0,71.0,67.0,68.0,68.0,68.0,67.0,64.0,64.0,64.0,65.0,56.0,56.0,56.0,65.0,51.0,45.0,45.0,45.0,51.0,50.0,45.0,45.0,45.0,50.0,18.0
227129.0,Casey Dumont,GK,70.0,76.0,3005000.0,500.0,24.0,1992,181.0,84.0,Undetermined,195.0,Australia,Right,3.0,1.0,1.0,Medium/Medium,Stocky (170-185),#nothing,nothing,64.4,34.2,52.4,54.400000000000006,72.2,71.0,18.0,17.0,14.000000000000007,23.0,14.0,17.0,13.0,19.0,19.0,21.0,48.0,42.0,33.0,75.0,58.0,16.0,58.0,47.0,70.0,17.0,15.0,15.0,14.0,13.0,21.0,24.0,14.0,12.0,11.0,72.0,70.0,64.0,64.0,69.0,45.0,27.0,27.0,27.0,26.0,25.0,25.0,25.0,26.0,24.0,24.0,24.0,27.0,24.0,24.0,24.0,27.0,27.0,25.0,25.0,25.0,27.0,26.0,25.0,25.0,25.0,26.0,69.0
227132.0,Melissa Barbieri Hudson,GK,69.0,69.0,15157769.097222222,787.8472222222222,35.0,1980,168.0,66.0,Undetermined,195.0,Australia,Left,3.0,1.0,2.0,Medium/Medium,Normal (170-),#nothing,Leadership,70.7581881533101,59.28362369337979,64.27665505226481,68.93519163763067,57.58327526132404,66.28292682926829,17.0,14.0,12.0,27.0,13.0,18.0,13.0,11.0,19.0,21.0,49.0,46.0,36.0,66.0,46.0,23.0,50.0,57.0,40.0,16.0,23.0,21.0,17.0,17.0,25.0,62.82059380922299,11.0,11.0,15.0,61.0,75.0,71.0,69.0,70.0,47.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,28.0,26.0,26.0,26.0,28.0,29.0,25.0,25.0,25.0,29.0,28.0,22.0,22.0,22.0,28.0,69.0
227133.0,Nicola Bolger,CM,68.0,76.0,2740000.0,500.0,22.0,1993,160.0,53.0,Undetermined,195.0,Australia,Right,3.0,2.0,1.0,High/Medium,Lean (170-),#nothing,nothing,76.0,61.0,66.0,68.0,64.0,68.0,56.0,61.0,58.0,72.0,62.0,68.0,55.0,52.0,64.0,63.0,74.0,77.0,76.0,69.0,77.0,57.0,68.0,78.0,67.0,64.0,59.0,71.0,56.0,72.0,62.0,63.8,62.0,65.0,63.0,9.0,9.0,6.0,7.0,8.0,0.0,63.0,63.0,63.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,67.0,68.0,67.0,67.0,67.0,68.0,67.0,65.0,65.0,65.0,67.0,15.0
227134.0,Servet Uzunlar,"CB, RB",72.0,74.0,4620000.0,600.0,27.0,1989,161.0,61.0,Undetermined,195.0,Australia,Right,3.0,2.0,1.0,Medium/Low,Normal (170-),#nothing,nothing,67.0,48.0,50.0,60.0,71.0,79.0,51.0,50.0,69.0,49.0,29.0,60.0,63.0,60.0,59.0,57.0,71.0,64.0,69.0,62.0,66.0,44.0,82.0,75.0,77.0,53.0,88.0,72.0,39.0,40.0,48.0,66.0,66.0,77.0,71.0,6.0,15.0,15.0,11.0,6.0,0.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,56.0,56.0,56.0,56.0,56.0,64.0,65.0,65.0,65.0,64.0,66.0,71.0,71.0,71.0,66.0,16.0
227136.0,Teresa Polias,CDM,71.0,71.0,3540000.000000002,610.0,29.0,1990,155.0,48.0,Undetermined,195.0,Australia,Right,3.0,2.0,2.0,Medium/High,Normal (170-),#nothing,nothing,71.0,48.0,70.0,63.0,67.0,70.0,72.0,35.0,57.0,71.0,44.0,51.0,62.0,58.0,76.0,69.0,74.0,69.0,85.0,69.0,90.0,59.0,80.0,80.0,68.0,65.0,59.0,72.0,60.0,67.0,54.0,65.0,66.0,69.0,67.0,14.0,12.0,11.0,9.0,14.0,0.0,58.0,58.0,58.0,63.0,61.0,61.0,61.0,63.0,64.0,64.0,64.0,65.0,68.0,68.0,68.0,65.0,70.0,70.0,70.0,70.0,70.0,70.0,67.0,67.0,67.0,70.0,18.0
227137.0,Hayley Emma Raso,"RW, CAM",78.0,78.0,15000000.0,1000.0,27.0,1994,162.0,57.0,Manchester City W,195.0,Australia,Right,4.0,3.0,2.0,High/Medium,Normal (170-),"#Speedster, #Acrobat","Finesse Shot, Speed Dribbler (AI)",92.0,71.0,69.0,82.0,34.0,61.0,65.0,75.0,41.0,76.0,64.0,83.0,66.0,48.0,62.0,81.0,93.0,92.0,90.0,59.0,92.0,72.0,83.0,82.0,49.0,62.0,60.0,42.0,83.0,73.0,59.0,81.0,26.000000000000004,37.0,22.999999999999996,16.0,15.0,10.0,13.0,14.0,0.0,72.0,72.0,72.0,78.0,77.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,70.0,70.0,70.0,77.0,60.0,56.0,56.0,56.0,60.0,55.0,45.0,45.0,45.0,55.0,19.0
227138.0,Emma Checker,CB,64.0,71.0,12340000.0,610.0,25.0,1996,176.0,65.0,Undetermined,195.0,Australia,Right,2.0,2.0,1.0,Medium/High,Normal (170-185),#nothing,Leadership,61.0,44.0,53.0,46.0,66.0,65.0,50.0,36.0,61.0,63.0,43.0,40.0,38.0,38.0,62.0,50.0,65.0,57.0,42.0,59.0,58.0,54.0,51.0,69.0,66.0,52.0,62.0,67.0,24.000000000000004,41.0,58.0,51.0,66.0,68.0,67.0,16.0,12.0,17.0,11.0,13.0,0.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,50.0,54.0,54.0,54.0,50.0,61.0,63.0,63.0,63.0,61.0,63.0,64.0,64.0,64.0,63.0,18.0
227139.0,Leena Khamis,"ST, CAM",70.0,70.0,3340000.0,590.0,29.0,1986,168.0,62.0,Undetermined,195.0,Australia,Right,4.0,2.0,2.0,Medium/Medium,Lean (170-),#nothing,nothing,75.0,69.0,52.0,73.0,38.0,62.0,62.0,72.0,66.0,42.0,59.0,74.0,58.0,59.0,35.0,69.0,79.0,72.0,75.0,74.0,72.0,66.0,75.0,69.0,58.0,66.0,58.0,22.0,82.0,70.0,68.0,65.6,31.0,44.0,42.0,10.0,12.0,13.0,11.0,12.0,0.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,66.0,66.0,66.0,67.0,58.0,58.0,58.0,67.0,53.0,47.0,47.0,47.0,53.0,52.0,48.0,48.0,48.0,52.0,18.0
227140.0,Gema Simon,"LB, LW",71.0,71.0,13440000.0,650.0,29.0,1990,162.0,56.0,Undetermined,195.0,Australia,Left,3.0,2.0,1.0,Medium/Medium,Lean (170-),#nothing,nothing,82.0,57.0,68.0,65.0,66.0,70.0,77.0,54.0,60.0,71.0,64.0,69.0,74.0,51.0,66.0,54.0,84.0,80.0,74.0,69.0,73.0,58.0,68.0,76.0,71.0,58.0,62.0,67.0,66.0,57.0,57.0,72.0,66.0,67.0,64.0,16.0,16.0,7.0,14.0,16.0,0.0,63.0,63.0,63.0,67.0,64.0,64.0,64.0,67.0,64.0,64.0,64.0,68.0,65.0,65.0,65.0,68.0,70.0,66.0,66.0,66.0,70.0,69.0,66.0,66.0,66.0,69.0,21.0
227141.0,Amy Bianca Harrison,"CM, RM, RB",69.0,72.0,9959999.999999998,540.0,25.0,1996,171.0,58.0,Undetermined,195.0,Australia,Left,4.0,3.0,1.0,Medium/Medium,Lean (170-185),#nothing,nothing,73.0,67.0,64.0,68.0,52.0,61.0,57.0,69.0,44.0,69.0,60.0,72.0,50.0,55.0,70.0,70.0,74.0,72.0,60.0,69.0,55.0,59.0,50.0,74.0,70.0,68.0,27.0,64.0,69.0,65.0,72.0,51.0,40.0,65.0,34.0,10.0,9.0,6.0,12.0,8.0,0.0,66.0,66.0,66.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,62.0,62.0,62.0,62.0,62.0,60.0,54.0,54.0,54.0,60.0,16.0
227189.0,Sonia Bermúdez Tribano,"LM, CF",77.0,77.0,8260000.0,830.0,32.0,1984,156.0,53.0,Undetermined,45.0,Spain,Left,3.0,4.0,2.0,Medium/Medium,Normal (170-),#nothing,nothing,77.0,73.0,75.0,77.0,42.0,55.0,76.0,82.0,63.0,72.0,81.0,76.0,78.0,79.0,74.0,79.0,74.0,80.0,76.0,77.0,77.0,71.0,61.0,68.0,56.0,52.0,35.0,28.0,78.0,76.0,77.0,69.0,45.0,43.0,41.0,8.0,12.0,11.0,7.0,6.0,0.0,74.0,74.0,74.0,76.0,76.0,76.0,76.0,76.0,75.0,75.0,75.0,76.0,70.0,70.0,70.0,76.0,61.0,57.0,57.0,57.0,61.0,58.0,50.0,50.0,50.0,58.0,16.0
227190.0,Irene Paredes Hernández,CB,88.0,88.0,42200000.0,1200.0,30.0,1991,177.0,62.0,Spain W,45.0,Spain,Right,3.0,2.0,4.0,Medium/High,Lean (170-185),"#Tackling, #Tactician ",Power Header,75.0,54.0,68.0,70.0,90.0,84.0,59.0,51.0,88.0,84.0,60.0,57.0,69.0,74.0,62.0,85.0,75.0,75.0,68.0,92.0,65.0,60.0,79.0,85.0,82.0,55.0,87.0,92.0,39.0,51.0,70.0,75.0,93.0,87.0,87.0,15.0,12.0,13.0,14.0,16.0,0.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,72.0,72.0,72.0,68.0,82.0,84.0,84.0,84.0,82.0,84.0,88.0,88.0,88.0,84.0,23.0
227191.0,Marta Torrejón Moya,"RB, CB, RWB",80.0,80.0,25540000.0,1050.0,28.0,1990,171.0,62.0,Undetermined,45.0,Spain,Right,3.0,2.0,2.0,High/Medium,Normal (170-185),#nothing,"Leadership, Team Player",68.0,51.0,66.0,61.0,82.0,76.0,79.0,55.0,82.0,80.0,36.0,50.0,65.0,80.0,53.0,73.0,66.0,70.0,65.0,82.0,78.0,52.0,73.0,80.0,76.0,47.0,72.0,81.0,45.0,37.0,50.0,70.0,82.0,82.0,81.0,12.0,7.0,13.0,15.0,16.0,0.0,63.0,63.0,63.0,63.0,60.0,60.0,60.0,63.0,60.0,60.0,60.0,64.0,64.0,64.0,64.0,64.0,78.0,75.0,75.0,75.0,78.0,79.0,80.0,80.0,80.0,79.0,20.0
