index,avg_price,zipcode,city,suburb,bathrooms,bedrooms,index,avg_price_melb,Postcode,CouncilArea,Suburb,Bathroom,Bedroom2
382,66.5,3029.0,Wyndham,Truganina,1.5,1.0,280,703833.3333333334,3029.0,Wyndham,Hoppers Crossing,2.0,4.0
382,66.5,3029.0,Wyndham,Truganina,1.5,1.0,281,451500.0,3029.0,Wyndham,Tarneit,1.0,3.0
382,66.5,3029.0,Wyndham,Truganina,1.5,1.0,282,500666.6666666667,3029.0,Wyndham,Tarneit,2.0,3.0
382,66.5,3029.0,Wyndham,Truganina,1.5,1.0,283,522100.0,3029.0,Wyndham,Tarneit,2.0,4.0
382,66.5,3029.0,Wyndham,Truganina,1.5,1.0,284,385000.0,3029.0,Wyndham,Truganina,1.0,2.0
382,66.5,3029.0,Wyndham,Truganina,1.5,1.0,285,431450.0,3029.0,Wyndham,Truganina,2.0,3.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,270,315000.0,3029.0,,Hoppers Crossing,1.0,2.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,271,538750.0,3029.0,,Hoppers Crossing,1.0,3.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,272,555000.0,3029.0,,Hoppers Crossing,1.0,4.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,273,594333.3333333334,3029.0,,Hoppers Crossing,2.0,3.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,274,590800.0,3029.0,,Hoppers Crossing,2.0,4.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,275,610000.0,3029.0,,Hoppers Crossing,2.0,5.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,276,350000.0,3029.0,,Tarneit,1.0,3.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,277,635000.0,3029.0,,Truganina,2.0,4.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,278,513722.22222222225,3029.0,Wyndham,Hoppers Crossing,1.0,3.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,279,526012.5,3029.0,Wyndham,Hoppers Crossing,2.0,3.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,280,703833.3333333334,3029.0,Wyndham,Hoppers Crossing,2.0,4.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,281,451500.0,3029.0,Wyndham,Tarneit,1.0,3.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,282,500666.6666666667,3029.0,Wyndham,Tarneit,2.0,3.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,283,522100.0,3029.0,Wyndham,Tarneit,2.0,4.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,284,385000.0,3029.0,Wyndham,Truganina,1.0,2.0
383,50.0,3029.0,Wyndham,Truganina,2.0,1.0,285,431450.0,3029.0,Wyndham,Truganina,2.0,3.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,270,315000.0,3029.0,,Hoppers Crossing,1.0,2.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,271,538750.0,3029.0,,Hoppers Crossing,1.0,3.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,272,555000.0,3029.0,,Hoppers Crossing,1.0,4.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,273,594333.3333333334,3029.0,,Hoppers Crossing,2.0,3.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,274,590800.0,3029.0,,Hoppers Crossing,2.0,4.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,275,610000.0,3029.0,,Hoppers Crossing,2.0,5.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,276,350000.0,3029.0,,Tarneit,1.0,3.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,277,635000.0,3029.0,,Truganina,2.0,4.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,278,513722.22222222225,3029.0,Wyndham,Hoppers Crossing,1.0,3.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,279,526012.5,3029.0,Wyndham,Hoppers Crossing,2.0,3.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,280,703833.3333333334,3029.0,Wyndham,Hoppers Crossing,2.0,4.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,281,451500.0,3029.0,Wyndham,Tarneit,1.0,3.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,282,500666.6666666667,3029.0,Wyndham,Tarneit,2.0,3.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,283,522100.0,3029.0,Wyndham,Tarneit,2.0,4.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,284,385000.0,3029.0,Wyndham,Truganina,1.0,2.0
384,136.33333333333334,3029.0,Wyndham,Truganina,2.0,3.0,285,431450.0,3029.0,Wyndham,Truganina,2.0,3.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,290,483540.0,3030.0,,Werribee,1.0,3.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,292,596000.0,3030.0,,Werribee,2.0,4.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
385,75.0,3030.0,Brimbank,Derrimut,1.0,1.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,290,483540.0,3030.0,,Werribee,1.0,3.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,292,596000.0,3030.0,,Werribee,2.0,4.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
386,46.0,3030.0,Brimbank,Derrimut,1.5,1.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,290,483540.0,3030.0,,Werribee,1.0,3.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,292,596000.0,3030.0,,Werribee,2.0,4.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
387,120.0,3030.0,Hobsons Bay,Newport,1.0,1.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,290,483540.0,3030.0,,Werribee,1.0,3.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,292,596000.0,3030.0,,Werribee,2.0,4.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
388,51.5,3030.0,Wyndham,Point Cook,1.0,0.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,290,483540.0,3030.0,,Werribee,1.0,3.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,292,596000.0,3030.0,,Werribee,2.0,4.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
389,57.86585365853659,3030.0,Wyndham,Point Cook,1.0,1.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,290,483540.0,3030.0,,Werribee,1.0,3.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,292,596000.0,3030.0,,Werribee,2.0,4.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
390,70.11111111111111,3030.0,Wyndham,Point Cook,1.0,2.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,290,483540.0,3030.0,,Werribee,1.0,3.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,292,596000.0,3030.0,,Werribee,2.0,4.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
391,74.5,3030.0,Wyndham,Point Cook,1.0,3.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,290,483540.0,3030.0,,Werribee,1.0,3.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,292,596000.0,3030.0,,Werribee,2.0,4.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
392,51.75,3030.0,Wyndham,Point Cook,1.5,1.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,290,483540.0,3030.0,,Werribee,1.0,3.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,292,596000.0,3030.0,,Werribee,2.0,4.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
393,37.0,3030.0,Wyndham,Point Cook,1.5,2.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,290,483540.0,3030.0,,Werribee,1.0,3.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,292,596000.0,3030.0,,Werribee,2.0,4.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,300,532000.0,3030.0,Wyndham,Werribee,2.0,3.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,301,560642.8571428572,3030.0,Wyndham,Werribee,2.0,4.0
394,47.375,3030.0,Wyndham,Point Cook,2.0,1.0,302,750000.0,3030.0,Wyndham,Werribee,2.0,5.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,286,630000.0,3030.0,,Derrimut,2.0,3.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,287,695000.0,3030.0,,Derrimut,2.0,4.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,288,540000.0,3030.0,,Point Cook,2.0,3.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,289,642333.3333333334,3030.0,,Point Cook,2.0,4.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,290,483540.0,3030.0,,Werribee,1.0,3.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,291,506666.6666666667,3030.0,,Werribee,2.0,3.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,292,596000.0,3030.0,,Werribee,2.0,4.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,293,740000.0,3030.0,Brimbank,Derrimut,2.0,4.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,294,520000.0,3030.0,Wyndham,Point Cook,2.0,3.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,295,667142.8571428572,3030.0,Wyndham,Point Cook,2.0,4.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,296,660000.0,3030.0,Wyndham,Point Cook,2.0,5.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,297,438500.0,3030.0,Wyndham,Werribee,1.0,2.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,298,465823.5294117647,3030.0,Wyndham,Werribee,1.0,3.0
395,117.33333333333333,3030.0,Wyndham,Point Cook,2.0,2.0,299,455000.0,3030.0,Wyndham,Werribee,1.0,4.0
